Square_Feet,Num_Bedrooms,Num_Bathrooms,Lot_Size_Acres,Year_Built,Garage_Spaces,Neighborhood,Price
3776,1,1,1.1939520840752105,1988,1,Suburb,625813.7909583407
2759,3,3,1.3432146099755653,2021,1,Rural,589033.4248919144
3185,3,1,0.6790352583859678,1974,1,Downtown,608718.9162450489
3719,4,3,1.3694175585888684,1981,1,Downtown,670276.8185121296
2602,5,2,0.5971111782466296,2008,0,Suburb,379029.42407408555
4861,1,2,1.4479137039106569,2012,0,Rural,868769.4333650648
4169,3,3,0.17946981056208072,1987,0,Rural,674923.3617140428
1062,1,1,1.046177936429702,2002,2,Suburb,153856.61882247348
1423,2,2,0.7660303586625467,2016,2,Downtown,193654.31092404388
1816,4,1,0.6120907679106883,1977,2,Suburb,417340.85836810083
4443,2,2,0.9674322241854714,1952,1,Suburb,761729.5170039578
2849,1,3,1.0705927828697803,1971,2,Suburb,526479.0366217829
4523,1,3,0.05632674099294818,1987,1,Suburb,841027.752967997
3908,5,3,0.29208197868343816,2021,2,Downtown,777907.8737248223
4890,3,2,1.0839167734197621,2021,1,Suburb,949993.337604491
2856,3,1,1.0162588496883993,2011,2,Downtown,478088.4033854181
3970,2,1,1.4507688824365819,2006,2,Suburb,709287.8464510335
2482,4,1,1.1535047958636353,1955,0,Rural,385534.427169872
3055,3,2,1.42862042621044,1981,2,Downtown,574353.2919314355
1954,5,2,1.0686837272254701,1959,2,Rural,410042.8818561755
3991,2,2,0.48217570252719255,1952,0,Suburb,704124.1959136975
2496,2,2,0.20277913726374186,2008,1,Suburb,478233.77680236974
4791,5,2,1.1836446018501565,1998,0,Suburb,890993.248950999
2448,4,1,0.9840163711400781,2008,0,Downtown,519552.3340797463
2245,5,2,0.11986971797027954,1980,1,Rural,560393.8282285627
4999,4,2,0.5720731755564186,2018,2,Downtown,873026.6307468221
4723,5,1,1.437359732452215,2011,1,Downtown,804146.0596157253
1053,5,2,0.7755816612797918,2001,2,Suburb,314765.81399141625
3983,1,1,0.6774572472285717,1990,2,Rural,639385.1435875943
3357,2,1,0.7136644274809762,1980,1,Suburb,660421.3269714463
898,5,3,0.3528799498074874,1971,0,Downtown,246596.6970488881
3000,5,3,0.5846253977539531,1953,1,Suburb,548413.6895613796
3761,3,3,0.5862292211814062,1962,2,Rural,656808.7983660722
4577,2,3,0.12591477927183498,1994,1,Suburb,830489.1667590188
3669,3,2,1.1629730613509814,1991,1,Rural,664722.1120654454
4034,2,3,0.6539314262606245,1998,2,Rural,698595.2875186934
4591,3,1,1.2421608358838139,1969,0,Suburb,864760.8125988528
1756,5,2,1.2830046016238483,2003,1,Downtown,371251.5999993895
4867,5,3,0.35739137931305415,1985,2,Suburb,874976.1312879107
960,1,1,1.0031625491466865,1950,2,Downtown,245178.55856344526
2100,3,2,0.7348086160363235,1964,1,Downtown,333629.41679987276
4787,4,2,1.3262272699861533,1966,0,Suburb,860087.5704700194
2327,1,3,0.3628239848058585,1973,1,Downtown,388551.0959220947
2018,3,2,1.032829140449564,2007,0,Downtown,466495.72185069136
3904,3,1,0.9312405772664477,2021,0,Suburb,650092.2609493801
3535,1,2,0.4781871424791575,1972,0,Suburb,638952.1944420262
1754,5,1,0.24807131029420026,1995,0,Suburb,424353.07952061965
4246,3,2,0.9948776526920511,2021,1,Downtown,813869.3793354812
1845,5,3,1.1209663142918795,1957,2,Rural,433735.1586977427
2493,1,1,0.5076596484568575,2008,2,Downtown,450038.1458226522
4236,5,2,0.985007275832355,2008,2,Rural,758779.166699905
1362,2,2,0.6229398160366798,1962,2,Suburb,369810.5308615888
3285,4,2,1.0841499807597956,1988,2,Rural,591958.2386068137
4154,3,1,0.338862148596377,1977,2,Suburb,660023.9392934277
1025,4,1,1.3408117538224529,2010,1,Suburb,317334.6818280906
1759,5,1,0.4667439148750906,1965,0,Rural,319378.0381381771
3867,3,3,0.5832896822464217,1951,2,Suburb,643212.6187716222
1615,5,3,0.13423333051650718,1966,1,Rural,294254.4535018419
3920,2,1,0.21169270786585076,1979,2,Suburb,641088.3621842911
816,1,2,0.7979997589328758,1962,2,Downtown,203724.24398383286
2043,3,3,0.43800938125555866,1962,0,Downtown,421864.77400814614
3005,2,1,1.2614463273261818,1992,0,Suburb,593044.2387614978
3324,2,2,0.07130541354968307,1970,0,Suburb,599871.0044542834
1869,3,3,0.5996863705743075,2004,2,Rural,408300.11643382715
4244,5,2,0.5391510428151843,1989,2,Downtown,760473.2370373176
3365,2,2,0.0780250648305215,1964,2,Rural,612318.3747423696
1860,4,2,0.23033417855073984,2022,0,Suburb,466735.1917174433
3127,2,2,0.6497818786320212,2001,1,Suburb,582361.3475468004
4220,5,3,0.7646536474487976,2002,2,Rural,769336.5302384555
1101,5,3,0.6362201335195602,2001,2,Suburb,272231.1026161139
1406,4,3,0.8198596336975361,1979,2,Downtown,278036.9294533395
3970,2,1,0.9129409286132383,1982,1,Rural,716572.3021744409
1499,5,3,0.06438954063536166,2006,2,Downtown,401536.71699468506
1939,3,2,0.7229379812075807,2001,1,Downtown,438176.9358794847
990,1,3,1.4470738992870031,1958,2,Downtown,253508.50566813725
3100,1,2,0.8025968061878457,2003,1,Rural,636398.6734183445
1780,1,1,1.032436287815482,1950,2,Suburb,311942.80102706875
3775,2,2,0.5022025939794806,1993,0,Downtown,709057.5137399498
1984,4,2,1.1722874983215057,1958,0,Downtown,406608.605216953
4127,5,2,1.170736148720367,1981,0,Downtown,721047.1847404405
4194,3,1,0.8058792690985015,1964,0,Suburb,740344.100747858
927,3,3,1.4652200437548597,1961,2,Suburb,292836.20680929685
2865,2,3,0.2320478114058474,2006,0,Rural,558739.5941914633
2616,1,1,0.07457411408989244,1957,1,Suburb,444955.4033846078
1369,2,2,1.1667294070477892,2021,0,Rural,325789.9340551142
2695,4,3,1.2203755291790797,1976,0,Rural,659576.1102271036
3533,4,1,0.22430048222483556,2011,0,Rural,692648.8419043054
4663,5,3,0.4350951077899788,1961,2,Rural,868293.2469050752
4814,5,1,0.07545092688161192,2014,0,Rural,839698.9764478016
3701,4,2,0.4752974856318188,1991,1,Downtown,724013.8097424699
2486,4,3,1.1710557171820737,2011,0,Suburb,551220.853163214
3809,4,1,0.8010427651832395,1960,0,Downtown,662181.0929423666
954,2,3,0.5547386100940177,1992,0,Rural,238516.55593858458
3337,4,3,0.589021977614179,1966,1,Suburb,619784.5726691493
2209,3,3,0.05196275728742883,1981,0,Downtown,277867.96835184575
4857,1,3,0.48471076496959203,1989,1,Downtown,841774.2572642739
1584,4,1,0.9873651753749992,1972,1,Rural,317423.499501982
3975,1,2,1.4625819435337177,2005,0,Downtown,786135.1387848185
3606,2,1,1.2782381991266543,1955,1,Downtown,623431.9675231208
1337,1,1,0.08421269873601724,1999,2,Downtown,215786.08299797226
2641,2,1,1.352912876778517,1986,0,Downtown,487214.2498291645
3255,3,2,1.1856376992830076,2013,0,Downtown,564656.6997325349
1324,2,3,1.1815453791779216,2003,1,Rural,355901.27836918173
3750,2,3,0.7140938505551787,2021,1,Rural,710329.2452280779
4931,5,3,0.6271076747840291,1998,0,Downtown,932584.1350510939
4915,4,2,0.4892278068081293,1960,2,Rural,805990.4665514344
3168,4,3,0.14525754548383038,1998,1,Rural,607305.5557210839
4647,3,2,0.38094127706586367,1970,1,Suburb,724917.7357699855
3501,3,3,0.4075752707181357,2015,2,Downtown,699376.2445105985
1771,4,3,0.7519117510797924,2012,2,Rural,446131.79404360196
1966,5,1,1.1337943895652063,1977,0,Rural,434366.1388426827
3574,4,2,0.7370242511770226,1966,2,Downtown,652421.4365913875
2782,5,1,0.13387445169838288,1955,0,Suburb,521716.13357340713
1653,3,1,1.4387952114328957,1968,2,Downtown,434442.85964408773
4946,1,1,1.4169502626864627,2005,1,Suburb,826984.2924016286
4536,3,2,1.1885248375651922,1977,0,Downtown,798102.755936808
4569,3,2,1.4874254572681198,2015,0,Downtown,766792.1941862919
1374,2,3,0.8394993825603813,1987,0,Downtown,276476.939571291
4061,2,1,1.446014107867149,1986,2,Downtown,719460.9468120084
1948,2,3,0.1596273088942886,2017,1,Suburb,467589.22351298115
2515,2,1,0.5802370849789884,1998,0,Suburb,448540.70048700116
4654,5,2,0.37680283860981045,1992,0,Rural,808340.23030659
3291,4,2,0.3339579719946915,1985,0,Downtown,580984.8972146751
3460,1,2,0.25416427589438034,2007,0,Suburb,579345.4519756715
3924,3,1,0.9524997802706952,1962,1,Suburb,691898.568390855
3851,5,2,1.1829166908335924,2001,2,Suburb,655445.4515577396
804,1,1,0.8885326791595229,2007,1,Downtown,274417.63241652685
1676,5,3,0.263095928902904,1981,0,Rural,347390.80367158505
1791,5,1,1.226129466403533,2009,1,Suburb,442267.7635999777
4942,3,3,0.9721343253874063,2007,0,Downtown,814242.7566380543
1435,4,1,0.6128402738841435,2005,2,Suburb,366948.8120049938
2493,2,3,1.0274889285272912,1977,2,Suburb,530097.0089612707
2482,4,2,0.4268622199021076,1950,2,Rural,493547.347998337
919,3,3,0.5505287023166052,1991,0,Suburb,208139.1479563425
1630,3,2,1.3803544725413859,1997,1,Suburb,386584.4989307316
4475,3,2,0.47123153322355954,1989,2,Downtown,724521.8214277518
2169,1,3,0.7314829888290081,2012,0,Downtown,426841.4970217709
1540,4,1,1.3407046492242212,2021,0,Rural,413284.74803225073
916,4,1,1.0761959578879148,1953,1,Downtown,273759.0155112954
3638,5,1,0.14019467793881898,1987,2,Downtown,656263.040685798
1950,5,1,0.263589414204507,1976,0,Rural,340531.45948794804
2731,5,1,0.06137030661927939,1958,1,Suburb,530656.7917410953
1812,3,2,0.964836595832287,1965,2,Rural,383065.79380154697
2464,4,1,0.6991264668451066,2005,1,Downtown,368566.74942538096
1881,3,2,0.24469853380829953,1980,1,Rural,419675.4619919919
1312,1,2,1.4390044755323173,1963,0,Suburb,284368.44781716174
3649,5,2,0.8180065997211489,1974,0,Rural,729332.6943935766
1359,3,3,0.4007452764636893,1983,0,Downtown,262101.37958713356
4472,3,3,0.7758751781743259,2016,1,Downtown,653982.3129036864
4143,1,2,1.0354494824659062,1973,0,Rural,721113.1825665775
4870,2,3,0.1605468660616685,2022,1,Suburb,867789.121155332
2270,4,1,0.44832053181944337,1975,1,Rural,350932.82925606624
1380,2,1,1.2200999617817907,1969,0,Suburb,240477.0219423055
3094,5,2,0.7165140620838588,2013,2,Suburb,751191.1684276722
3947,3,1,0.8425368559468276,1959,2,Rural,666620.2064112464
2479,1,2,0.6775832032037304,2016,2,Suburb,518449.61288288544
4306,1,2,0.11365491683235743,1973,1,Downtown,685640.106968228
3544,4,1,0.2903371807392261,1954,1,Rural,508391.5986721267
4156,2,3,0.6960353761757418,2016,1,Suburb,745307.7951837196
4845,4,1,0.3533189248414953,2007,0,Downtown,817536.1504825247
2043,3,1,0.12246959155653417,1976,1,Rural,365405.47989771207
3918,4,2,1.2732920128751444,1964,0,Downtown,697933.7984821833
2941,1,2,1.4727291672879679,1984,0,Downtown,554317.9969280411
3859,1,2,1.2000571672952722,2002,2,Downtown,684845.2957832151
3759,5,2,1.2879881364717671,1993,2,Suburb,651409.4543320672
3065,5,3,0.40086683895971575,1975,2,Rural,623076.5763572912
3279,3,3,1.4429091144941397,1996,0,Rural,534739.5945237617
2435,2,3,0.3355422714574711,1983,0,Suburb,364442.9725649394
2557,4,2,1.429573225024657,1999,0,Rural,557100.4892355716
2870,3,2,1.492487976250629,1961,1,Downtown,569700.7731317804
3649,5,2,1.0819980683317707,1953,0,Rural,661120.1931129335
4051,4,3,1.4726584110981418,1997,2,Suburb,699330.7429842092
4530,5,2,0.8758326803723003,2004,2,Downtown,792121.1065737422
3289,4,1,0.42633558560533097,1950,0,Suburb,557239.3743277814
2431,2,1,0.6836440342151503,2015,0,Downtown,379528.1822555973
3616,3,2,0.9106633562992397,1979,2,Downtown,621661.8342248232
1815,4,1,0.15596826493917174,1952,0,Rural,377485.8822076174
2148,1,1,0.9523977336950069,1970,2,Downtown,471113.22288836096
3887,1,3,1.472707863305327,1998,1,Suburb,689032.4196331791
3639,4,2,0.32565609218640507,2011,2,Rural,714187.539559533
1135,4,2,1.1992629186181558,1987,1,Suburb,205532.25484298973
1695,4,3,1.3664532509804481,1964,0,Downtown,420051.6270752895
4346,1,1,1.4183673095893201,2001,0,Suburb,704069.9254554122
1651,1,1,1.4421966263878985,1995,1,Suburb,357861.2133631565
2487,4,2,0.8061164761461344,1974,0,Downtown,472284.70861093723
2731,5,1,1.4670964665876804,1970,1,Rural,598512.6298209453
4546,5,3,1.1480998003449363,1954,0,Suburb,771640.2135899027
3227,2,3,0.28442358254359473,2019,2,Downtown,644118.7865289635
2368,3,2,0.7415051543785565,1996,0,Rural,452554.72992274445
4800,5,3,1.0915802042894058,2017,2,Rural,885916.330185305
3538,1,3,0.4086434579376708,1967,2,Rural,616680.174500793
4298,5,2,0.9788920161458867,1970,1,Suburb,730494.1850982121
4713,2,3,1.0165706946175979,1972,0,Suburb,816076.4655970184
1866,2,3,0.28591462852242056,2013,1,Suburb,397485.8814643574
3244,3,3,0.8693737030564966,2016,0,Rural,637549.4864814664
4907,5,1,1.168859020918981,1989,2,Suburb,871652.4377030227
4173,1,2,0.7733987135771158,1959,2,Downtown,749317.701752154
4769,1,2,0.06754951932535577,2001,0,Suburb,841876.4211888756
3346,4,2,0.06310578016497366,2021,0,Suburb,569630.9495119094
1553,1,1,0.5676925487565176,2010,1,Rural,361242.47600466886
2882,3,1,1.3929813992260838,2013,0,Suburb,490842.806629029
3574,3,2,0.3815813304252327,1954,0,Downtown,648624.4210153915
3696,1,1,0.9698273488639464,2002,0,Rural,669283.4862124224
4985,1,2,0.3720100125053148,2004,1,Downtown,745124.3556669811
1575,4,1,0.5164214850063455,1986,0,Rural,337727.3920265974
2425,1,3,1.2796610299221518,2005,2,Rural,471918.4149304273
3869,4,3,1.106849091291423,2008,1,Suburb,697048.7189290597
1217,4,2,0.1883289521041554,2018,1,Downtown,376359.1955770334
914,1,1,0.6716179304303288,2022,2,Rural,202348.4015767356
1416,2,1,0.09229615728563348,2008,2,Suburb,261427.07668981014
4774,2,3,0.7472907125743631,1951,2,Rural,823830.561251742
4067,4,3,1.0105293169665486,2014,0,Rural,795040.0736542519
1625,1,1,0.22182880421731976,2009,2,Rural,319104.14678384
2316,2,1,0.4688831614182902,2000,0,Rural,488596.1905118284
3946,1,1,0.6268631069781275,1979,1,Rural,688986.045237767
1212,1,1,1.3833199857512721,1960,1,Rural,149055.83372845393
1528,1,1,1.4902197723632977,1988,2,Suburb,300031.04727191554
4148,5,1,0.11512138354364299,2021,0,Rural,710410.3227032879
3608,1,2,1.1534614890683184,2012,2,Downtown,682737.2774528376
1475,5,1,0.5889998962833978,2013,2,Suburb,221789.1451069624
4265,4,3,0.6190643700327461,2010,0,Downtown,908081.772836541
3304,2,2,1.1436842113531829,2003,2,Rural,645024.9889717741
3767,2,1,1.3817183266108426,2022,1,Downtown,689628.2067281015
3586,2,3,1.4288464620286951,2007,2,Rural,742555.3150615313
1922,2,2,0.8868277497555651,2005,0,Rural,514219.25763574254
4879,2,3,0.567825680985729,1983,0,Suburb,881743.8458491347
2371,2,1,1.19194617449523,1980,1,Suburb,495429.5783134856
2943,2,1,0.41395200573033536,2001,0,Rural,530263.5413378258
2487,4,1,0.8679073418086007,1950,0,Suburb,451831.8591678246
4932,1,1,0.5699387692110661,2004,1,Downtown,797909.0031839763
4651,3,2,1.0021150568764203,1971,2,Suburb,770386.7015518013
4240,5,2,0.398578423695585,1989,1,Suburb,727620.8634889369
4566,3,3,0.3278097713154973,1950,2,Downtown,722428.3972091607
3126,3,1,1.3814466756793837,2014,1,Suburb,588235.3609793365
3714,1,3,0.19761534027682848,2012,2,Rural,586318.9279442172
4752,1,2,0.7836389662156509,2003,1,Downtown,823018.6055314986
1395,1,1,0.3702365352963629,1991,2,Rural,283838.2003038102
1528,2,1,0.1064484468222178,1970,1,Downtown,302175.73385577876
2165,4,2,0.10222728652256827,1971,2,Rural,404687.96722945175
